Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-07-23 00:00:00-04:00,224.3699951171875,226.94000244140625,222.67999267578125,225.009994506836,39960300,0.0,0.0,AAPL
2024-07-24 00:00:00-04:00,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600,0.0,0.0,AAPL
2024-07-25 00:00:00-04:00,218.92999267578125,220.8500061035156,214.6199951171875,217.4900054931641,51391200,0.0,0.0,AAPL
2024-07-26 00:00:00-04:00,218.6999969482422,219.4900054931641,216.009994506836,217.9600067138672,41601300,0.0,0.0,AAPL
2024-07-29 00:00:00-04:00,216.9600067138672,219.3000030517578,215.75,218.2400054931641,36311800,0.0,0.0,AAPL
2024-07-30 00:00:00-04:00,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800,0.0,0.0,AAPL
2024-07-31 00:00:00-04:00,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300,0.0,0.0,AAPL
2024-08-01 00:00:00-04:00,224.3699951171875,224.47999572753903,217.0200042724609,218.3600006103516,62501000,0.0,0.0,AAPL
2024-08-02 00:00:00-04:00,219.1499938964844,225.6000061035156,217.7100067138672,219.8600006103516,105568600,0.0,0.0,AAPL
2024-08-05 00:00:00-04:00,199.08999633789065,213.5,196.0,209.2700042724609,119548600,0.0,0.0,AAPL
2024-08-07 00:00:00-04:00,206.8999938964844,213.63999938964844,206.38999938964844,209.82000732421875,63516400,0.0,0.0,AAPL
2024-08-08 00:00:00-04:00,213.1100006103516,214.1999969482422,208.8300018310547,213.3099975585937,47161100,0.0,0.0,AAPL
2024-08-09 00:00:00-04:00,212.1000061035156,216.77999877929688,211.97000122070312,216.2400054931641,42171700,0.0,0.0,AAPL
2024-08-12 00:00:00-04:00,216.07000732421875,219.50999450683597,215.6000061035156,217.52999877929688,38028100,0.25,0.0,AAPL
2024-08-13 00:00:00-04:00,219.00999450683597,221.88999938964844,219.00999450683597,221.2700042724609,44155300,0.0,0.0,AAPL
2024-08-14 00:00:00-04:00,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600,0.0,0.0,AAPL
2024-08-15 00:00:00-04:00,224.6000061035156,225.3500061035156,222.75999450683597,224.72000122070312,46414000,0.0,0.0,AAPL
2024-08-16 00:00:00-04:00,223.9199981689453,226.8300018310547,223.6499938964844,226.0500030517578,44340200,0.0,0.0,AAPL
2024-08-19 00:00:00-04:00,225.72000122070312,225.9900054931641,223.0399932861328,225.88999938964844,40687800,0.0,0.0,AAPL
2024-08-20 00:00:00-04:00,225.7700042724609,227.1699981689453,225.4499969482422,226.50999450683597,30299000,0.0,0.0,AAPL
2024-08-21 00:00:00-04:00,226.5200042724609,227.97999572753903,225.0500030517578,226.3999938964844,34765500,0.0,0.0,AAPL
2024-08-22 00:00:00-04:00,227.7899932861328,228.33999633789065,223.8999938964844,224.52999877929688,43695300,0.0,0.0,AAPL
2024-08-23 00:00:00-04:00,225.66000366210935,228.22000122070312,224.3300018310547,226.83999633789065,38677300,0.0,0.0,AAPL
2024-08-26 00:00:00-04:00,226.75999450683597,227.27999877929688,223.88999938964844,227.17999267578125,30602200,0.0,0.0,AAPL
2024-08-27 00:00:00-04:00,226.0,228.8500061035156,224.88999938964844,228.02999877929688,35934600,0.0,0.0,AAPL
2024-08-28 00:00:00-04:00,227.9199981689453,229.8600006103516,225.67999267578125,226.4900054931641,38052200,0.0,0.0,AAPL
2024-08-29 00:00:00-04:00,230.1000061035156,232.9199981689453,228.8800048828125,229.7899932861328,51906300,0.0,0.0,AAPL
2024-08-30 00:00:00-04:00,230.19000244140625,230.3999938964844,227.47999572753903,229.0,52958500,0.0,0.0,AAPL
2024-07-01 00:00:00-04:00,448.6600036621094,457.3699951171875,445.6600036621094,456.7300109863281,17662800,0.0,0.0,MSFT
2024-07-02 00:00:00-04:00,453.2000122070313,459.5899963378906,453.1099853515625,459.2799987792969,13979800,0.0,0.0,MSFT
2024-07-03 00:00:00-04:00,458.1900024414063,461.0199890136719,457.8800048828125,460.7699890136719,9932800,0.0,0.0,MSFT
2024-07-05 00:00:00-04:00,459.6099853515625,468.3500061035156,458.9700012207031,467.55999755859375,16000300,0.0,0.0,MSFT
2024-07-08 00:00:00-04:00,466.5499877929688,467.7000122070313,464.4599914550781,466.239990234375,12962300,0.0,0.0,MSFT
2024-07-09 00:00:00-04:00,467.0,467.3299865722656,458.0,459.5400085449219,17207200,0.0,0.0,MSFT
2024-07-10 00:00:00-04:00,461.2200012207031,466.4599914550781,458.8599853515625,466.25,18196100,0.0,0.0,MSFT
2024-07-11 00:00:00-04:00,462.9800109863281,464.7799987792969,451.5499877929688,454.7000122070313,23111200,0.0,0.0,MSFT
2024-07-12 00:00:00-04:00,454.3299865722656,456.3599853515625,450.6499938964844,453.5499877929688,16324300,0.0,0.0,MSFT
2024-07-15 00:00:00-04:00,453.2999877929688,457.260009765625,451.4299926757813,453.9599914550781,14429400,0.0,0.0,MSFT
2024-07-16 00:00:00-04:00,454.2200012207031,454.2999877929688,446.6600036621094,449.5199890136719,17175700,0.0,0.0,MSFT
2024-07-17 00:00:00-04:00,442.5899963378906,444.8500061035156,439.1799926757813,443.5199890136719,21778000,0.0,0.0,MSFT
2024-07-18 00:00:00-04:00,444.3399963378906,444.6499938964844,434.3999938964844,440.3699951171875,20794800,0.0,0.0,MSFT
2024-07-19 00:00:00-04:00,433.1000061035156,441.1400146484375,432.0,437.1099853515625,20940400,0.0,0.0,MSFT
2024-07-22 00:00:00-04:00,441.7900085449219,444.6000061035156,438.9100036621094,442.9400024414063,15808800,0.0,0.0,MSFT
2024-07-23 00:00:00-04:00,443.8999938964844,448.3900146484375,443.1000061035156,444.8500061035156,13107100,0.0,0.0,MSFT
2024-07-24 00:00:00-04:00,440.4500122070313,441.4800109863281,427.5899963378906,428.8999938964844,26805800,0.0,0.0,MSFT
2024-07-25 00:00:00-04:00,428.7999877929688,429.7999877929688,417.510009765625,418.3999938964844,29943800,0.0,0.0,MSFT
2024-07-26 00:00:00-04:00,418.2000122070313,428.9200134277344,417.2699890136719,425.2699890136719,23583800,0.0,0.0,MSFT
2024-07-29 00:00:00-04:00,431.5799865722656,432.1499938964844,424.7000122070313,426.7300109863281,15125800,0.0,0.0,MSFT
2024-07-30 00:00:00-04:00,427.7200012207031,429.0499877929688,417.3599853515625,422.9200134277344,32687600,0.0,0.0,MSFT
2024-07-31 00:00:00-04:00,420.5,421.7799987792969,412.2099914550781,418.3500061035156,42891400,0.0,0.0,MSFT
2024-08-01 00:00:00-04:00,420.7900085449219,427.4599914550781,413.0899963378906,417.1099853515625,30296400,0.0,0.0,MSFT
2024-08-02 00:00:00-04:00,412.489990234375,415.0,404.3399963378906,408.489990234375,29437900,0.0,0.0,MSFT
2024-08-05 00:00:00-04:00,389.1700134277344,401.0400085449219,385.5799865722656,395.1499938964844,40709200,0.0,0.0,MSFT
2024-08-07 00:00:00-04:00,408.6400146484375,410.0799865722656,397.4700012207031,398.4299926757813,20650900,0.0,0.0,MSFT
2024-08-08 00:00:00-04:00,402.4400024414063,405.8599853515625,399.9400024414063,402.6900024414063,20203000,0.0,0.0,MSFT
2024-08-09 00:00:00-04:00,404.0299987792969,408.0499877929688,402.260009765625,406.0199890136719,19018300,0.0,0.0,MSFT
2024-08-12 00:00:00-04:00,406.3276141642008,408.0245677048975,403.5126806044117,406.07806396484375,16762900,0.0,0.0,MSFT
2024-08-13 00:00:00-04:00,408.8530756322429,414.20344793901165,408.83312258214,413.26513671875,19414300,0.0,0.0,MSFT
2024-08-14 00:00:00-04:00,414.05369406899246,416.9684539100364,411.70794647746885,416.1099853515625,18267000,0.0,0.0,MSFT
2024-08-15 00:00:00-04:00,419.7999877929688,421.1099853515625,417.6600036621094,421.0299987792969,20752100,0.75,0.0,MSFT
2024-08-16 00:00:00-04:00,420.6000061035156,421.3399963378906,417.2999877929688,418.4700012207031,22775600,0.0,0.0,MSFT
2024-08-19 00:00:00-04:00,418.9599914550781,421.75,416.4599914550781,421.5299987792969,15234000,0.0,0.0,MSFT
2024-08-20 00:00:00-04:00,421.7000122070313,425.8599853515625,421.6400146484375,424.7999877929688,16387600,0.0,0.0,MSFT
2024-08-21 00:00:00-04:00,424.0799865722656,426.3999938964844,421.7200012207031,424.1400146484375,16067300,0.0,0.0,MSFT
2024-08-22 00:00:00-04:00,424.3599853515625,426.7900085449219,414.6099853515625,415.5499877929688,19361900,0.0,0.0,MSFT
2024-08-23 00:00:00-04:00,416.9800109863281,419.260009765625,412.0899963378906,416.7900085449219,18493800,0.0,0.0,MSFT
2024-08-26 00:00:00-04:00,416.3699951171875,417.2799987792969,411.3399963378906,413.489990234375,13152800,0.0,0.0,MSFT
2024-08-27 00:00:00-04:00,412.8599853515625,414.3599853515625,410.25,413.8399963378906,13492900,0.0,0.0,MSFT
2024-08-28 00:00:00-04:00,414.8800048828125,415.0,407.30999755859375,410.6000061035156,14882700,0.0,0.0,MSFT
2024-08-29 00:00:00-04:00,414.9400024414063,422.0499877929688,410.6000061035156,413.1199951171875,17045200,0.0,0.0,MSFT
2024-08-30 00:00:00-04:00,415.6000061035156,417.489990234375,412.1300048828125,417.1400146484375,24298300,0.0,0.0,MSFT
2024-07-01 00:00:00-04:00,123.47000122070312,124.83999633789062,118.83000183105467,124.3000030517578,284885500,0.0,0.0,NVDA
2024-07-02 00:00:00-04:00,121.12999725341795,123.41000366210938,121.02999877929688,122.66999816894533,218374000,0.0,0.0,NVDA
2024-07-03 00:00:00-04:00,121.66000366210938,128.27999877929688,121.36000061035156,128.27999877929688,215749000,0.0,0.0,NVDA
2024-07-05 00:00:00-04:00,127.37999725341795,128.85000610351562,125.68000030517578,125.83000183105467,214176700,0.0,0.0,NVDA
2024-07-08 00:00:00-04:00,127.48999786376952,130.77000427246094,127.04000091552734,128.1999969482422,237677300,0.0,0.0,NVDA
2024-07-09 00:00:00-04:00,130.35000610351562,133.82000732421875,128.64999389648438,131.3800048828125,285366600,0.0,0.0,NVDA
2024-07-10 00:00:00-04:00,134.02999877929688,135.10000610351562,132.4199981689453,134.91000366210938,248978600,0.0,0.0,NVDA
2024-07-11 00:00:00-04:00,135.75,136.14999389648438,127.0500030517578,127.4000015258789,374782700,0.0,0.0,NVDA
2024-07-12 00:00:00-04:00,128.25999450683594,131.9199981689453,127.22000122070312,129.24000549316406,252680500,0.0,0.0,NVDA
2024-07-15 00:00:00-04:00,130.55999755859375,131.38999938964844,127.18000030517578,128.44000244140625,208326200,0.0,0.0,NVDA
2024-07-16 00:00:00-04:00,128.44000244140625,129.0399932861328,124.58000183105467,126.36000061035156,214769500,0.0,0.0,NVDA
2024-07-17 00:00:00-04:00,121.3499984741211,121.8499984741211,116.72000122070312,117.98999786376952,390086200,0.0,0.0,NVDA
2024-07-18 00:00:00-04:00,121.8499984741211,122.4000015258789,116.55999755859376,121.08999633789062,320979500,0.0,0.0,NVDA
2024-07-19 00:00:00-04:00,120.3499984741211,121.5999984741211,117.37000274658205,117.93000030517578,217223800,0.0,0.0,NVDA
2024-07-22 00:00:00-04:00,120.3499984741211,124.06999969482422,119.86000061035156,123.54000091552734,258068900,0.0,0.0,NVDA
2024-07-23 00:00:00-04:00,122.77999877929688,124.69000244140624,122.0999984741211,122.58999633789062,173911000,0.0,0.0,NVDA
2024-07-24 00:00:00-04:00,119.16999816894533,119.9499969482422,113.44000244140624,114.25,327776900,0.0,0.0,NVDA
2024-07-25 00:00:00-04:00,113.04000091552734,116.62999725341795,106.3000030517578,112.27999877929688,460067000,0.0,0.0,NVDA
2024-07-26 00:00:00-04:00,116.19000244140624,116.1999969482422,111.58000183105467,113.05999755859376,293399100,0.0,0.0,NVDA
2024-07-29 00:00:00-04:00,113.69000244140624,116.27999877929688,111.3000030517578,111.58999633789062,248152100,0.0,0.0,NVDA
2024-07-30 00:00:00-04:00,111.5199966430664,111.98999786376952,102.54000091552734,103.7300033569336,486833300,0.0,0.0,NVDA
2024-07-31 00:00:00-04:00,112.9000015258789,118.33999633789062,110.87999725341795,117.0199966430664,473174200,0.0,0.0,NVDA
2024-08-01 00:00:00-04:00,117.52999877929688,120.16000366210938,106.80999755859376,109.20999908447266,523462300,0.0,0.0,NVDA
2024-08-02 00:00:00-04:00,103.76000213623048,108.72000122070312,101.37000274658205,107.2699966430664,482027500,0.0,0.0,NVDA
2024-08-05 00:00:00-04:00,92.05999755859376,103.41000366210938,90.69000244140624,100.4499969482422,552842400,0.0,0.0,NVDA
2024-08-07 00:00:00-04:00,107.80999755859376,108.8000030517578,98.69000244140624,98.91000366210938,411440400,0.0,0.0,NVDA
2024-08-08 00:00:00-04:00,102.0,105.5,97.5199966430664,104.97000122070312,391910000,0.0,0.0,NVDA
2024-08-09 00:00:00-04:00,105.63999938964844,106.5999984741211,103.43000030517578,104.75,290185600,0.0,0.0,NVDA
2024-08-12 00:00:00-04:00,106.31999969482422,111.06999969482422,106.26000213623048,109.0199966430664,325559900,0.0,0.0,NVDA
2024-08-13 00:00:00-04:00,112.44000244140624,116.2300033569336,111.58000183105467,116.13999938964844,312646700,0.0,0.0,NVDA
2024-08-14 00:00:00-04:00,118.52999877929688,118.5999984741211,114.06999969482422,118.08000183105467,339246400,0.0,0.0,NVDA
2024-08-15 00:00:00-04:00,118.76000213623048,123.23999786376952,117.47000122070312,122.86000061035156,318086700,0.0,0.0,NVDA
2024-08-16 00:00:00-04:00,121.94000244140624,125.0,121.18000030517578,124.58000183105467,302589900,0.0,0.0,NVDA
2024-08-19 00:00:00-04:00,124.27999877929688,130.0,123.41999816894533,130.0,318333600,0.0,0.0,NVDA
2024-08-20 00:00:00-04:00,128.39999389648438,129.8800048828125,125.88999938964844,127.25,300087400,0.0,0.0,NVDA
2024-08-21 00:00:00-04:00,127.31999969482422,129.35000610351562,126.66000366210938,128.5,257883600,0.0,0.0,NVDA
2024-08-22 00:00:00-04:00,130.02000427246094,130.75,123.0999984741211,123.73999786376952,376189100,0.0,0.0,NVDA
2024-08-23 00:00:00-04:00,125.86000061035156,129.60000610351562,125.22000122070312,129.3699951171875,323230300,0.0,0.0,NVDA
2024-08-26 00:00:00-04:00,129.57000732421875,131.25999450683594,124.37000274658205,126.45999908447266,331964700,0.0,0.0,NVDA
2024-08-27 00:00:00-04:00,125.0500030517578,129.1999969482422,123.87999725341795,128.3000030517578,303134600,0.0,0.0,NVDA
2024-08-28 00:00:00-04:00,128.1199951171875,128.3300018310547,122.63999938964844,125.61000061035156,448101100,0.0,0.0,NVDA
2024-08-29 00:00:00-04:00,121.36000061035156,124.43000030517578,116.70999908447266,117.58999633789062,453023300,0.0,0.0,NVDA
2024-08-30 00:00:00-04:00,119.52999877929688,121.75,117.22000122070312,119.37000274658205,333134200,0.0,0.0,NVDA
